code,language,error_type,predicted
"int x = 10;
System.out.println(""Hi"");",Java,UnusedVariable,UnusedVariable
"public class Test {
  public static void main(String[] args) {
    System.out.println(1);
",Java,UnmatchedBracket,UnmatchedBracket
System.out.println(x);,Java,UndeclaredIdentifier,UndeclaredIdentifier
"return;
System.out.println(""Hi"");",Java,UnreachableCode,UnreachableCode
"int x = ""5"";",Java,TypeMismatch,DivisionByZero
System.out.println(x);,Java,UndeclaredIdentifier,UndeclaredIdentifier
"int x = ""5"";",Java,TypeMismatch,DivisionByZero
int x = 10 / 0;,Java,DivisionByZero,DivisionByZero
"System.out.println(""Hello);",Java,UnclosedString,UnclosedString
int x = 10,Java,MissingDelimiter,DivisionByZero
int x = 10,Java,MissingDelimiter,DivisionByZero
int x = 10 / 0;,Java,DivisionByZero,DivisionByZero
"int x = 10;
System.out.println(""Hi"");",Java,UnusedVariable,UnusedVariable
"System.out.println(""Hello);",Java,UnclosedString,UnclosedString
int x = 10 / 0;,Java,DivisionByZero,DivisionByZero
"int x = ""5"";",Java,TypeMismatch,DivisionByZero
ArrayList list = new ArrayList();,Java,MissingImport,MissingImport
int x = 10,Java,MissingDelimiter,DivisionByZero
5 = x;,Java,InvalidAssignment,InvalidAssignment
System.out.println(x);,Java,UndeclaredIdentifier,UndeclaredIdentifier
"System.out.println(""Hello);",Java,UnclosedString,UnclosedString
"int add() { return 1; }
int add() { return 2; }",Java,DuplicateDefinition,DuplicateDefinition
"public class Test {
  public static void main(String[] args) {
    System.out.println(1);
",Java,UnmatchedBracket,UnmatchedBracket
"while (true) {
}",Java,InfiniteLoop,InfiniteLoop
int x = 10,Java,MissingDelimiter,DivisionByZero
System.out.println(x);,Java,UndeclaredIdentifier,UndeclaredIdentifier
"System.out.println(""Hello);",Java,UnclosedString,UnclosedString
"return;
System.out.println(""Hi"");",Java,UnreachableCode,UnreachableCode
"public class Test {
  public static void main(String[] args) {
    System.out.println(1);
",Java,UnmatchedBracket,UnmatchedBracket
"while (true) {
}",Java,InfiniteLoop,InfiniteLoop
"return;
System.out.println(""Hi"");",Java,UnreachableCode,UnreachableCode
"int x = ""5"";",Java,TypeMismatch,DivisionByZero
"int x = ""5"";",Java,TypeMismatch,DivisionByZero
"int x = 10;
System.out.println(""Hi"");",Java,UnusedVariable,UnusedVariable
"int x = ""5"";",Java,TypeMismatch,DivisionByZero
"public class Test {
  public static void main(String[] args) {
    System.out.println(1);
",Java,UnmatchedBracket,UnmatchedBracket
ArrayList list = new ArrayList();,Java,MissingImport,MissingImport
"int x = 10;
System.out.println(""Hi"");",Java,UnusedVariable,UnusedVariable
"return;
System.out.println(""Hi"");",Java,UnreachableCode,UnreachableCode
"System.out.println(""Hello);",Java,UnclosedString,UnclosedString
"return;
System.out.println(""Hi"");",Java,UnreachableCode,UnreachableCode
"return;
System.out.println(""Hi"");",Java,UnreachableCode,UnreachableCode
"int x = ""5"";",Java,TypeMismatch,DivisionByZero
"System.out.println(""Hello);",Java,UnclosedString,UnclosedString
"return;
System.out.println(""Hi"");",Java,UnreachableCode,UnreachableCode
"int x = 10;
System.out.println(""Hi"");",Java,UnusedVariable,UnusedVariable
"public class Test {
  public static void main(String[] args) {
    System.out.println(1);
",Java,UnmatchedBracket,UnmatchedBracket
"return;
System.out.println(""Hi"");",Java,UnreachableCode,UnreachableCode
"int x = 10;
System.out.println(""Hi"");",Java,UnusedVariable,UnusedVariable
System.out.println(x);,Java,UndeclaredIdentifier,UndeclaredIdentifier
5 = x;,Java,InvalidAssignment,InvalidAssignment
int x = 10 / 0;,Java,DivisionByZero,DivisionByZero
System.out.println(x);,Java,UndeclaredIdentifier,UndeclaredIdentifier
"System.out.println(""Hello);",Java,UnclosedString,UnclosedString
"while (true) {
}",Java,InfiniteLoop,InfiniteLoop
"int add() { return 1; }
int add() { return 2; }",Java,DuplicateDefinition,DuplicateDefinition
int x = 10 / 0;,Java,DivisionByZero,DivisionByZero
5 = x;,Java,InvalidAssignment,InvalidAssignment
5 = x;,Java,InvalidAssignment,InvalidAssignment
"public class Test {
  public static void main(String[] args) {
    System.out.println(1);
",Java,UnmatchedBracket,UnmatchedBracket
5 = x;,Java,InvalidAssignment,InvalidAssignment
"return;
System.out.println(""Hi"");",Java,UnreachableCode,UnreachableCode
"System.out.println(""Hello);",Java,UnclosedString,UnclosedString
ArrayList list = new ArrayList();,Java,MissingImport,MissingImport
"return;
System.out.println(""Hi"");",Java,UnreachableCode,UnreachableCode
5 = x;,Java,InvalidAssignment,InvalidAssignment
System.out.println(x);,Java,UndeclaredIdentifier,UndeclaredIdentifier
ArrayList list = new ArrayList();,Java,MissingImport,MissingImport
"int x = ""5"";",Java,TypeMismatch,DivisionByZero
int x = 10,Java,MissingDelimiter,DivisionByZero
int x = 10,Java,MissingDelimiter,DivisionByZero
"while (true) {
}",Java,InfiniteLoop,InfiniteLoop
System.out.println(x);,Java,UndeclaredIdentifier,UndeclaredIdentifier
ArrayList list = new ArrayList();,Java,MissingImport,MissingImport
"return;
System.out.println(""Hi"");",Java,UnreachableCode,UnreachableCode
"int add() { return 1; }
int add() { return 2; }",Java,DuplicateDefinition,DuplicateDefinition
"System.out.println(""Hello);",Java,UnclosedString,UnclosedString
"public class Test {
  public static void main(String[] args) {
    System.out.println(1);
",Java,UnmatchedBracket,UnmatchedBracket
int x = 10 / 0;,Java,DivisionByZero,DivisionByZero
System.out.println(x);,Java,UndeclaredIdentifier,UndeclaredIdentifier
"while (true) {
}",Java,InfiniteLoop,InfiniteLoop
5 = x;,Java,InvalidAssignment,InvalidAssignment
int x = 10 / 0;,Java,DivisionByZero,DivisionByZero
5 = x;,Java,InvalidAssignment,InvalidAssignment
"int x = 10;
System.out.println(""Hi"");",Java,UnusedVariable,UnusedVariable
"int add() { return 1; }
int add() { return 2; }",Java,DuplicateDefinition,DuplicateDefinition
"int x = 10;
System.out.println(""Hi"");",Java,UnusedVariable,UnusedVariable
"int add() { return 1; }
int add() { return 2; }",Java,DuplicateDefinition,DuplicateDefinition
"System.out.println(""Hello);",Java,UnclosedString,UnclosedString
"System.out.println(""Hello);",Java,UnclosedString,UnclosedString
int x = 10 / 0;,Java,DivisionByZero,DivisionByZero
"return;
System.out.println(""Hi"");",Java,UnreachableCode,UnreachableCode
"public class Test {
  public static void main(String[] args) {
    System.out.println(1);
",Java,UnmatchedBracket,UnmatchedBracket
"return;
System.out.println(""Hi"");",Java,UnreachableCode,UnreachableCode
int x = 10,Java,MissingDelimiter,DivisionByZero
5 = x;,Java,InvalidAssignment,InvalidAssignment
5 = x;,Java,InvalidAssignment,InvalidAssignment
int x = 10,Java,MissingDelimiter,DivisionByZero
int x = 10,Java,MissingDelimiter,DivisionByZero
int x = 10 / 0;,Java,DivisionByZero,DivisionByZero
"int x = 10;
System.out.println(""Hi"");",Java,UnusedVariable,UnusedVariable
int x = 10 / 0;,Java,DivisionByZero,DivisionByZero
System.out.println(x);,Java,UndeclaredIdentifier,UndeclaredIdentifier
"int x = ""5"";",Java,TypeMismatch,DivisionByZero
int x = 10,Java,MissingDelimiter,DivisionByZero
"int x = ""5"";",Java,TypeMismatch,DivisionByZero
"return;
System.out.println(""Hi"");",Java,UnreachableCode,UnreachableCode
"while (true) {
}",Java,InfiniteLoop,InfiniteLoop
System.out.println(x);,Java,UndeclaredIdentifier,UndeclaredIdentifier
"while (true) {
}",Java,InfiniteLoop,InfiniteLoop
int x = 10,Java,MissingDelimiter,DivisionByZero
"int x = 10;
System.out.println(""Hi"");",Java,UnusedVariable,UnusedVariable
"int add() { return 1; }
int add() { return 2; }",Java,DuplicateDefinition,DuplicateDefinition
int x = 10 / 0;,Java,DivisionByZero,DivisionByZero
"while (true) {
}",Java,InfiniteLoop,InfiniteLoop
"public class Test {
  public static void main(String[] args) {
    System.out.println(1);
",Java,UnmatchedBracket,UnmatchedBracket
System.out.println(x);,Java,UndeclaredIdentifier,UndeclaredIdentifier
"public class Test {
  public static void main(String[] args) {
    System.out.println(1);
",Java,UnmatchedBracket,UnmatchedBracket
"public class Test {
  public static void main(String[] args) {
    System.out.println(1);
",Java,UnmatchedBracket,UnmatchedBracket
ArrayList list = new ArrayList();,Java,MissingImport,MissingImport
ArrayList list = new ArrayList();,Java,MissingImport,MissingImport
ArrayList list = new ArrayList();,Java,MissingImport,MissingImport
5 = x;,Java,InvalidAssignment,InvalidAssignment
"return;
System.out.println(""Hi"");",Java,UnreachableCode,UnreachableCode
"int add() { return 1; }
int add() { return 2; }",Java,DuplicateDefinition,DuplicateDefinition
int x = 10,Java,MissingDelimiter,DivisionByZero
"int x = 10;
System.out.println(""Hi"");",Java,UnusedVariable,UnusedVariable
"int add() { return 1; }
int add() { return 2; }",Java,DuplicateDefinition,DuplicateDefinition
"int add() { return 1; }
int add() { return 2; }",Java,DuplicateDefinition,DuplicateDefinition
"public class Test {
  public static void main(String[] args) {
    System.out.println(1);
",Java,UnmatchedBracket,UnmatchedBracket
"int x = 10;
System.out.println(""Hi"");",Java,UnusedVariable,UnusedVariable
int x = 10 / 0;,Java,DivisionByZero,DivisionByZero
"int x = ""5"";",Java,TypeMismatch,DivisionByZero
int x = 10,Java,MissingDelimiter,DivisionByZero
System.out.println(x);,Java,UndeclaredIdentifier,UndeclaredIdentifier
5 = x;,Java,InvalidAssignment,InvalidAssignment
"while (1) {
}",C,InfiniteLoop,InfiniteLoop
"while (1) {
}",C,InfiniteLoop,InfiniteLoop
"printf(""Hello"");",C,MissingInclude,UnclosedString
int x = 10 / 0;,C,DivisionByZero,DivisionByZero
int x = 10 / 0;,C,DivisionByZero,DivisionByZero
"printf(""Hello);",C,UnclosedString,UnclosedString
5 = x;,C,InvalidAssignment,InvalidAssignment
"printf(""Hello);",C,UnclosedString,UnclosedString
"printf(""Hello);",C,UnclosedString,UnclosedString
"return;
printf(""Hi"");",C,UnreachableCode,UnreachableCode
"printf(""Hello);",C,UnclosedString,UnclosedString
"int x = 10;
printf(""Hi"");",C,UnusedVariable,UnusedVariable
"return;
printf(""Hi"");",C,UnreachableCode,UnreachableCode
"int main() {
  printf(""Hi"");
",C,UnmatchedBracket,UnmatchedBracket
"int x = 10;
printf(""Hi"");",C,UnusedVariable,UnusedVariable
"int add() { return 1; }
int add() { return 2; }",C,DuplicateDefinition,DuplicateDefinition
"return;
printf(""Hi"");",C,UnreachableCode,UnreachableCode
"while (1) {
}",C,InfiniteLoop,InfiniteLoop
"int add() { return 1; }
int add() { return 2; }",C,DuplicateDefinition,DuplicateDefinition
int x = 10 / 0;,C,DivisionByZero,DivisionByZero
"int add() { return 1; }
int add() { return 2; }",C,DuplicateDefinition,DuplicateDefinition
"while (1) {
}",C,InfiniteLoop,InfiniteLoop
"int x = ""5"";",C,TypeMismatch,DivisionByZero
"printf(""Hello);",C,UnclosedString,UnclosedString
"printf(""%d"", x);",C,UndeclaredIdentifier,UndeclaredIdentifier
"printf(""Hello"");",C,MissingInclude,UnclosedString
int x = 10 / 0;,C,DivisionByZero,DivisionByZero
"return;
printf(""Hi"");",C,UnreachableCode,UnreachableCode
"return;
printf(""Hi"");",C,UnreachableCode,UnreachableCode
int x = 10 / 0;,C,DivisionByZero,DivisionByZero
"while (1) {
}",C,InfiniteLoop,InfiniteLoop
int x = 10,C,MissingDelimiter,DivisionByZero
int x = 10 / 0;,C,DivisionByZero,DivisionByZero
"printf(""%d"", x);",C,UndeclaredIdentifier,UndeclaredIdentifier
5 = x;,C,InvalidAssignment,InvalidAssignment
int x = 10 / 0;,C,DivisionByZero,DivisionByZero
"return;
printf(""Hi"");",C,UnreachableCode,UnreachableCode
"printf(""Hello"");",C,MissingInclude,UnclosedString
"return;
printf(""Hi"");",C,UnreachableCode,UnreachableCode
5 = x;,C,InvalidAssignment,InvalidAssignment
"printf(""Hello);",C,UnclosedString,UnclosedString
int x = 10 / 0;,C,DivisionByZero,DivisionByZero
"printf(""Hello);",C,UnclosedString,UnclosedString
int x = 10,C,MissingDelimiter,DivisionByZero
5 = x;,C,InvalidAssignment,InvalidAssignment
"printf(""Hello);",C,UnclosedString,UnclosedString
"printf(""Hello);",C,UnclosedString,UnclosedString
"while (1) {
}",C,InfiniteLoop,InfiniteLoop
"printf(""Hello);",C,UnclosedString,UnclosedString
int x = 10 / 0;,C,DivisionByZero,DivisionByZero
"printf(""%d"", x);",C,UndeclaredIdentifier,UndeclaredIdentifier
int x = 10,C,MissingDelimiter,DivisionByZero
"printf(""%d"", x);",C,UndeclaredIdentifier,UndeclaredIdentifier
"printf(""Hello);",C,UnclosedString,UnclosedString
"printf(""Hello);",C,UnclosedString,UnclosedString
int x = 10 / 0;,C,DivisionByZero,DivisionByZero
"int add() { return 1; }
int add() { return 2; }",C,DuplicateDefinition,DuplicateDefinition
"int x = 10;
printf(""Hi"");",C,UnusedVariable,UnusedVariable
"int x = 10;
printf(""Hi"");",C,UnusedVariable,UnusedVariable
"int x = ""5"";",C,TypeMismatch,DivisionByZero
int x = 10 / 0;,C,DivisionByZero,DivisionByZero
"printf(""%d"", x);",C,UndeclaredIdentifier,UndeclaredIdentifier
int x = 10,C,MissingDelimiter,DivisionByZero
5 = x;,C,InvalidAssignment,InvalidAssignment
"return;
printf(""Hi"");",C,UnreachableCode,UnreachableCode
"int x = 10;
printf(""Hi"");",C,UnusedVariable,UnusedVariable
int x = 10 / 0;,C,DivisionByZero,DivisionByZero
"printf(""Hello"");",C,MissingInclude,UnclosedString
"int main() {
  printf(""Hi"");
",C,UnmatchedBracket,UnmatchedBracket
"printf(""%d"", x);",C,UndeclaredIdentifier,UndeclaredIdentifier
int x = 10 / 0;,C,DivisionByZero,DivisionByZero
"return;
printf(""Hi"");",C,UnreachableCode,UnreachableCode
int x = 10 / 0;,C,DivisionByZero,DivisionByZero
"int add() { return 1; }
int add() { return 2; }",C,DuplicateDefinition,DuplicateDefinition
"printf(""%d"", x);",C,UndeclaredIdentifier,UndeclaredIdentifier
"return;
printf(""Hi"");",C,UnreachableCode,UnreachableCode
5 = x;,C,InvalidAssignment,InvalidAssignment
"printf(""Hello);",C,UnclosedString,UnclosedString
"int x = ""5"";",C,TypeMismatch,DivisionByZero
"printf(""%d"", x);",C,UndeclaredIdentifier,UndeclaredIdentifier
int x = 10 / 0;,C,DivisionByZero,DivisionByZero
"int x = ""5"";",C,TypeMismatch,DivisionByZero
int x = 10 / 0;,C,DivisionByZero,DivisionByZero
"printf(""Hello"");",C,MissingInclude,UnclosedString
"return;
printf(""Hi"");",C,UnreachableCode,UnreachableCode
"printf(""Hello);",C,UnclosedString,UnclosedString
"int x = ""5"";",C,TypeMismatch,DivisionByZero
5 = x;,C,InvalidAssignment,InvalidAssignment
5 = x;,C,InvalidAssignment,InvalidAssignment
"printf(""Hello);",C,UnclosedString,UnclosedString
5 = x;,C,InvalidAssignment,InvalidAssignment
"int x = ""5"";",C,TypeMismatch,DivisionByZero
"return;
printf(""Hi"");",C,UnreachableCode,UnreachableCode
"printf(""%d"", x);",C,UndeclaredIdentifier,UndeclaredIdentifier
"int x = ""5"";",C,TypeMismatch,DivisionByZero
5 = x;,C,InvalidAssignment,InvalidAssignment
"while (1) {
}",C,InfiniteLoop,InfiniteLoop
"printf(""Hello);",C,UnclosedString,UnclosedString
"printf(""Hello"");",C,MissingInclude,UnclosedString
"int add() { return 1; }
int add() { return 2; }",C,DuplicateDefinition,DuplicateDefinition
"int main() {
  printf(""Hi"");
",C,UnmatchedBracket,UnmatchedBracket
"return;
printf(""Hi"");",C,UnreachableCode,UnreachableCode
int x = 10,C,MissingDelimiter,DivisionByZero
"printf(""Hello"");",C,MissingInclude,UnclosedString
"printf(""Hello);",C,UnclosedString,UnclosedString
int x = 10,C,MissingDelimiter,DivisionByZero
int x = 10 / 0;,C,DivisionByZero,DivisionByZero
"int main() {
  printf(""Hi"");
",C,UnmatchedBracket,UnmatchedBracket
"printf(""Hello);",C,UnclosedString,UnclosedString
"printf(""Hello);",C,UnclosedString,UnclosedString
"printf(""%d"", x);",C,UndeclaredIdentifier,UndeclaredIdentifier
"int x = 10;
printf(""Hi"");",C,UnusedVariable,UnusedVariable
"int x = 10;
printf(""Hi"");",C,UnusedVariable,UnusedVariable
"printf(""%d"", x);",C,UndeclaredIdentifier,UndeclaredIdentifier
"return;
printf(""Hi"");",C,UnreachableCode,UnreachableCode
"printf(""%d"", x);",C,UndeclaredIdentifier,UndeclaredIdentifier
"return;
printf(""Hi"");",C,UnreachableCode,UnreachableCode
"int x = ""5"";",C,TypeMismatch,DivisionByZero
"int main() {
  printf(""Hi"");
",C,UnmatchedBracket,UnmatchedBracket
int x = 10,C,MissingDelimiter,DivisionByZero
"while (1) {
}",C,InfiniteLoop,InfiniteLoop
"printf(""%d"", x);",C,UndeclaredIdentifier,UndeclaredIdentifier
"printf(""%d"", x);",C,UndeclaredIdentifier,UndeclaredIdentifier
"int add() { return 1; }
int add() { return 2; }",C,DuplicateDefinition,DuplicateDefinition
"return;
printf(""Hi"");",C,UnreachableCode,UnreachableCode
"int add() { return 1; }
int add() { return 2; }",C,DuplicateDefinition,DuplicateDefinition
int x = 10,C,MissingDelimiter,DivisionByZero
"int main() {
  printf(""Hi"");
",C,UnmatchedBracket,UnmatchedBracket
"return;
printf(""Hi"");",C,UnreachableCode,UnreachableCode
"return;
printf(""Hi"");",C,UnreachableCode,UnreachableCode
5 = x;,C,InvalidAssignment,InvalidAssignment
"return;
printf(""Hi"");",C,UnreachableCode,UnreachableCode
"int x = ""5"";",C,TypeMismatch,DivisionByZero
"printf(""%d"", x);",C,UndeclaredIdentifier,UndeclaredIdentifier
int x = 10,C,MissingDelimiter,DivisionByZero
int x = 10,C,MissingDelimiter,DivisionByZero
"printf(""Hello);",C,UnclosedString,UnclosedString
"int x = 10;
printf(""Hi"");",C,UnusedVariable,UnusedVariable
"while (1) {
}",C,InfiniteLoop,InfiniteLoop
int x = 10,C,MissingDelimiter,DivisionByZero
"int add() { return 1; }
int add() { return 2; }",C,DuplicateDefinition,DuplicateDefinition
"printf(""Hello);",C,UnclosedString,UnclosedString
"while (1) {
}",C,InfiniteLoop,InfiniteLoop
"printf(""Hello);",C,UnclosedString,UnclosedString
5 = x;,C,InvalidAssignment,InvalidAssignment
"printf(""%d"", x);",C,UndeclaredIdentifier,UndeclaredIdentifier
5 = x;,C,InvalidAssignment,InvalidAssignment
"printf(""%d"", x);",C,UndeclaredIdentifier,UndeclaredIdentifier
5 = x;,C,InvalidAssignment,InvalidAssignment
"int x = ""5"";",C,TypeMismatch,DivisionByZero
"while (true) {
}",C++,InfiniteLoop,InfiniteLoop
"return 0;
cout << ""Hi"";",C++,UnreachableCode,UnreachableCode
int x = 10,C++,MissingDelimiter,DivisionByZero
"return 0;
cout << ""Hi"";",C++,UnreachableCode,UnreachableCode
int x = 10,C++,MissingDelimiter,DivisionByZero
int x = 10 / 0;,C++,DivisionByZero,DivisionByZero
cout << x;,C++,UndeclaredIdentifier,UndeclaredIdentifier
5 = x;,C++,InvalidAssignment,InvalidAssignment
"int add() { return 1; }
int add() { return 2; }",C++,DuplicateDefinition,DuplicateDefinition
"int add() { return 1; }
int add() { return 2; }",C++,DuplicateDefinition,DuplicateDefinition
cout << x;,C++,UndeclaredIdentifier,UndeclaredIdentifier
"while (true) {
}",C++,InfiniteLoop,InfiniteLoop
cout << x;,C++,UndeclaredIdentifier,UndeclaredIdentifier
int x = 10,C++,MissingDelimiter,DivisionByZero
cout << x;,C++,UndeclaredIdentifier,UndeclaredIdentifier
"int x = 10;
cout << ""Hi"";",C++,UnusedVariable,UnusedVariable
"int x = 10;
cout << ""Hi"";",C++,UnusedVariable,UnusedVariable
cout << x;,C++,UndeclaredIdentifier,UndeclaredIdentifier
"while (true) {
}",C++,InfiniteLoop,InfiniteLoop
"int x = 10;
cout << ""Hi"";",C++,UnusedVariable,UnusedVariable
"cout << ""Hello;",C++,UnclosedString,UnclosedString
cout << x;,C++,UndeclaredIdentifier,UndeclaredIdentifier
int x = 10,C++,MissingDelimiter,DivisionByZero
"while (true) {
}",C++,InfiniteLoop,InfiniteLoop
"int add() { return 1; }
int add() { return 2; }",C++,DuplicateDefinition,DuplicateDefinition
"while (true) {
}",C++,InfiniteLoop,InfiniteLoop
"int main() {
  cout << ""Hi"";
",C++,UnmatchedBracket,UnmatchedBracket
"int main() {
  cout << ""Hi"";
",C++,UnmatchedBracket,UnmatchedBracket
"int x = ""5"";",C++,TypeMismatch,DivisionByZero
"int x = ""5"";",C++,TypeMismatch,DivisionByZero
int x = 10 / 0;,C++,DivisionByZero,DivisionByZero
"int add() { return 1; }
int add() { return 2; }",C++,DuplicateDefinition,DuplicateDefinition
int x = 10,C++,MissingDelimiter,DivisionByZero
"int main() {
  cout << ""Hi"";
",C++,UnmatchedBracket,UnmatchedBracket
"while (true) {
}",C++,InfiniteLoop,InfiniteLoop
"while (true) {
}",C++,InfiniteLoop,InfiniteLoop
int x = 10 / 0;,C++,DivisionByZero,DivisionByZero
cout << x;,C++,UndeclaredIdentifier,UndeclaredIdentifier
"int x = ""5"";",C++,TypeMismatch,DivisionByZero
"int x = ""5"";",C++,TypeMismatch,DivisionByZero
"int add() { return 1; }
int add() { return 2; }",C++,DuplicateDefinition,DuplicateDefinition
"cout << ""Hello;",C++,UnclosedString,UnclosedString
"int x = ""5"";",C++,TypeMismatch,DivisionByZero
"return 0;
cout << ""Hi"";",C++,UnreachableCode,UnreachableCode
cout << x;,C++,UndeclaredIdentifier,UndeclaredIdentifier
5 = x;,C++,InvalidAssignment,InvalidAssignment
"int x = 10;
cout << ""Hi"";",C++,UnusedVariable,UnusedVariable
"int x = 10;
cout << ""Hi"";",C++,UnusedVariable,UnusedVariable
"while (true) {
}",C++,InfiniteLoop,InfiniteLoop
"while (true) {
}",C++,InfiniteLoop,InfiniteLoop
"int main() {
  cout << ""Hi"";
",C++,UnmatchedBracket,UnmatchedBracket
cout << x;,C++,UndeclaredIdentifier,UndeclaredIdentifier
int x = 10,C++,MissingDelimiter,DivisionByZero
"while (true) {
}",C++,InfiniteLoop,InfiniteLoop
int x = 10,C++,MissingDelimiter,DivisionByZero
int x = 10,C++,MissingDelimiter,DivisionByZero
"int add() { return 1; }
int add() { return 2; }",C++,DuplicateDefinition,DuplicateDefinition
"int x = ""5"";",C++,TypeMismatch,DivisionByZero
"int x = ""5"";",C++,TypeMismatch,DivisionByZero
"cout << ""Hello"";",C++,MissingInclude,UnclosedString
int x = 10,C++,MissingDelimiter,DivisionByZero
int x = 10,C++,MissingDelimiter,DivisionByZero
"cout << ""Hello"";",C++,MissingInclude,UnclosedString
int x = 10 / 0;,C++,DivisionByZero,DivisionByZero
"int add() { return 1; }
int add() { return 2; }",C++,DuplicateDefinition,DuplicateDefinition
"int x = 10;
cout << ""Hi"";",C++,UnusedVariable,UnusedVariable
"int add() { return 1; }
int add() { return 2; }",C++,DuplicateDefinition,DuplicateDefinition
5 = x;,C++,InvalidAssignment,InvalidAssignment
"int x = 10;
cout << ""Hi"";",C++,UnusedVariable,UnusedVariable
int x = 10 / 0;,C++,DivisionByZero,DivisionByZero
int x = 10,C++,MissingDelimiter,DivisionByZero
"cout << ""Hello;",C++,UnclosedString,UnclosedString
"int x = ""5"";",C++,TypeMismatch,DivisionByZero
"int x = ""5"";",C++,TypeMismatch,DivisionByZero
cout << x;,C++,UndeclaredIdentifier,UndeclaredIdentifier
int x = 10,C++,MissingDelimiter,DivisionByZero
"return 0;
cout << ""Hi"";",C++,UnreachableCode,UnreachableCode
"while (true) {
}",C++,InfiniteLoop,InfiniteLoop
int x = 10,C++,MissingDelimiter,DivisionByZero
"int main() {
  cout << ""Hi"";
",C++,UnmatchedBracket,UnmatchedBracket
cout << x;,C++,UndeclaredIdentifier,UndeclaredIdentifier
"int add() { return 1; }
int add() { return 2; }",C++,DuplicateDefinition,DuplicateDefinition
"return 0;
cout << ""Hi"";",C++,UnreachableCode,UnreachableCode
"return 0;
cout << ""Hi"";",C++,UnreachableCode,UnreachableCode
"return 0;
cout << ""Hi"";",C++,UnreachableCode,UnreachableCode
"int x = 10;
cout << ""Hi"";",C++,UnusedVariable,UnusedVariable
"int x = ""5"";",C++,TypeMismatch,DivisionByZero
"int main() {
  cout << ""Hi"";
",C++,UnmatchedBracket,UnmatchedBracket
int x = 10 / 0;,C++,DivisionByZero,DivisionByZero
"int x = ""5"";",C++,TypeMismatch,DivisionByZero
"cout << ""Hello"";",C++,MissingInclude,UnclosedString
cout << x;,C++,UndeclaredIdentifier,UndeclaredIdentifier
5 = x;,C++,InvalidAssignment,InvalidAssignment
"while (true) {
}",C++,InfiniteLoop,InfiniteLoop
"int main() {
  cout << ""Hi"";
",C++,UnmatchedBracket,UnmatchedBracket
int x = 10,C++,MissingDelimiter,DivisionByZero
"return 0;
cout << ""Hi"";",C++,UnreachableCode,UnreachableCode
int x = 10,C++,MissingDelimiter,DivisionByZero
"cout << ""Hello;",C++,UnclosedString,UnclosedString
"int add() { return 1; }
int add() { return 2; }",C++,DuplicateDefinition,DuplicateDefinition
"cout << ""Hello;",C++,UnclosedString,UnclosedString
int x = 10 / 0;,C++,DivisionByZero,DivisionByZero
"int main() {
  cout << ""Hi"";
",C++,UnmatchedBracket,UnmatchedBracket
"int x = 10;
cout << ""Hi"";",C++,UnusedVariable,UnusedVariable
int x = 10 / 0;,C++,DivisionByZero,DivisionByZero
"int x = 10;
cout << ""Hi"";",C++,UnusedVariable,UnusedVariable
"int x = ""5"";",C++,TypeMismatch,DivisionByZero
int x = 10 / 0;,C++,DivisionByZero,DivisionByZero
"cout << ""Hello"";",C++,MissingInclude,UnclosedString
"cout << ""Hello;",C++,UnclosedString,UnclosedString
"while (true) {
}",C++,InfiniteLoop,InfiniteLoop
"cout << ""Hello;",C++,UnclosedString,UnclosedString
"int main() {
  cout << ""Hi"";
",C++,UnmatchedBracket,UnmatchedBracket
int x = 10 / 0;,C++,DivisionByZero,DivisionByZero
"int add() { return 1; }
int add() { return 2; }",C++,DuplicateDefinition,DuplicateDefinition
"while (true) {
}",C++,InfiniteLoop,InfiniteLoop
int x = 10 / 0;,C++,DivisionByZero,DivisionByZero
"while (true) {
}",C++,InfiniteLoop,InfiniteLoop
"int main() {
  cout << ""Hi"";
",C++,UnmatchedBracket,UnmatchedBracket
"int x = 10;
cout << ""Hi"";",C++,UnusedVariable,UnusedVariable
int x = 10 / 0;,C++,DivisionByZero,DivisionByZero
"cout << ""Hello;",C++,UnclosedString,UnclosedString
"int x = 10;
cout << ""Hi"";",C++,UnusedVariable,UnusedVariable
cout << x;,C++,UndeclaredIdentifier,UndeclaredIdentifier
"int x = 10;
cout << ""Hi"";",C++,UnusedVariable,UnusedVariable
5 = x;,C++,InvalidAssignment,InvalidAssignment
"int main() {
  cout << ""Hi"";
",C++,UnmatchedBracket,UnmatchedBracket
"int add() { return 1; }
int add() { return 2; }",C++,DuplicateDefinition,DuplicateDefinition
"int x = 10;
cout << ""Hi"";",C++,UnusedVariable,UnusedVariable
5 = x;,C++,InvalidAssignment,InvalidAssignment
5 = x;,C++,InvalidAssignment,InvalidAssignment
"int add() { return 1; }
int add() { return 2; }",C++,DuplicateDefinition,DuplicateDefinition
"int add() { return 1; }
int add() { return 2; }",C++,DuplicateDefinition,DuplicateDefinition
"cout << ""Hello"";",C++,MissingInclude,UnclosedString
"cout << ""Hello"";",C++,MissingInclude,UnclosedString
"int x = ""5"";",C++,TypeMismatch,DivisionByZero
int x = 10 / 0;,C++,DivisionByZero,DivisionByZero
"cout << ""Hello"";",C++,MissingInclude,UnclosedString
5 = x;,C++,InvalidAssignment,InvalidAssignment
"int x = 10;
cout << ""Hi"";",C++,UnusedVariable,UnusedVariable
5 = x;,C++,InvalidAssignment,InvalidAssignment
"int x = ""5"";",C++,TypeMismatch,DivisionByZero
